video_name,duration,fps,keyframes,keyframes(frames),struggle,struggle(frames)
18_03_02,96.74,50,"[16.479, 13.991, 15.096, 17.551, 18.93, 20.233, 21.466, 23.049, 24.395, 25.74, 26.883, 28.291, 29.675, 30.979, 32.147, 33.722, 34.98, 36.55, 37.603, 38.716, 39.716, 41.003, 42.731, 47.178, 44.005, 45.463, 48.494, 49.805, 51.085, 52.285, 53.6, 54.551, 55.653, 56.573, 57.479, 58.872, 60.19, 61.143, 62.31, 69.021, 70.318, 67.695]","[824, 700, 755, 878, 946, 1012, 1073, 1152, 1220, 1287, 1344, 1415, 1484, 1549, 1607, 1686, 1749, 1827, 1880, 1936, 1986, 2050, 2137, 2359, 2200, 2273, 2425, 2490, 2554, 2614, 2680, 2728, 2783, 2829, 2874, 2944, 3010, 3057, 3116, 3451, 3516, 3385]","[[13.98142, 63.29618], [67.70542, 71.35542]]","[[699, 3165], [3385, 3568]]"
18_03_03,60,50,"[40.04, 38.78, 41.331, 42.589, 44.113]","[2002, 1939, 2067, 2129, 2206]","[[38.73142, 45.06476]]","[[1937, 2253]]"
18_03_04,61.34,50,[],[],[],[]
18_03_05,69.14,50,"[9.797, 10.722, 11.581, 12.5, 13.362, 14.139, 14.859, 15.933, 16.978, 17.619, 26.66, 27.369, 28.226, 29.076, 30.201, 30.787, 31.577, 32.332, 33.122, 33.777, 34.705, 35.757, 36.37, 37.029, 37.795, 38.716, 39.589, 40.659]","[490, 536, 579, 625, 668, 707, 743, 797, 849, 881, 1333, 1368, 1411, 1454, 1510, 1539, 1579, 1617, 1656, 1689, 1735, 1788, 1818, 1851, 1890, 1936, 1979, 2033]","[[9.73142, 18.62726], [26.4, 41.78959]]","[[487, 931], [1320, 2089]]"
18_04_01,181.18,50,"[14.721, 15.044, 15.329, 15.569, 16.073, 16.914, 17.841, 19.785, 20.825, 21.546, 22.377, 22.937, 23.689, 24.457, 25.177, 26.297, 28.001, 29.01, 29.929, 31.299, 32.913, 35.017, 36.641, 37.921, 39.379, 40.373, 41.426, 42.467, 43.627, 44.483, 45.345, 46.3, 47.079, 47.763, 48.781, 49.732, 50.723, 51.451, 52.485, 53.251, 54.179, 55.259, 56.556, 57.467, 58.574, 59.429, 60.347, 61.203, 62.251, 63.019, 63.877, 64.57, 65.547, 66.307, 67.259, 68.035, 68.819, 69.491, 70.187, 71.275, 72.163, 73.323, 74.123, 74.79, 76.003, 76.851, 77.835, 78.527, 79.379, 80.212, 81.1, 81.893, 82.719, 83.627, 84.383, 85.027, 85.795, 86.555, 87.163, 88.387, 89.779, 90.707, 91.475, 92.542, 93.363, 94.595, 95.74, 96.555, 97.323, 98.196, 99.067, 99.997, 101.755, 102.627, 104.547, 104.903, 105.827, 106.556, 107.448, 108.624, 110.171, 110.883, 111.899, 113.315, 115.106, 116.203, 117.283, 118.422, 119.948, 120.787, 121.763, 125.651, 126.035, 126.559, 127.147, 128.267, 129.283, 131.419, 131.971, 132.491, 133.603, 134.899, 135.796, 137.491, 138.491, 138.755, 139.254, 139.955, 140.963, 141.979, 142.843, 143.619, 144.375, 146.667, 147.763, 148.23, 148.883, 149.819, 150.587, 151.587, 152.58, 153.427, 154.355, 155.339, 156.163, 165.014, 165.404, 166.148, 166.828, 167.451, 167.9, 168.827, 170.149, 171.179, 178.11, 178.371, 179.064, 179.803]","[736, 752, 766, 778, 804, 846, 892, 989, 1041, 1077, 1119, 1147, 1184, 1223, 1259, 1315, 1400, 1450, 1496, 1565, 1646, 1751, 1832, 1896, 1969, 2019, 2071, 2123, 2181, 2224, 2267, 2315, 2354, 2388, 2439, 2487, 2536, 2573, 2624, 2663, 2709, 2763, 2828, 2873, 2929, 2971, 3017, 3060, 3113, 3151, 3194, 3228, 3277, 3315, 3363, 3402, 3441, 3475, 3509, 3564, 3608, 3666, 3706, 3740, 3800, 3843, 3892, 3926, 3969, 4011, 4055, 4095, 4136, 4181, 4219, 4251, 4290, 4328, 4358, 4419, 4489, 4535, 4574, 4627, 4668, 4730, 4787, 4828, 4866, 4910, 4953, 5000, 5088, 5131, 5227, 5245, 5291, 5328, 5372, 5431, 5509, 5544, 5595, 5666, 5755, 5810, 5864, 5921, 5997, 6039, 6088, 6283, 6302, 6328, 6357, 6413, 6464, 6571, 6599, 6625, 6680, 6745, 6790, 6875, 6925, 6938, 6963, 6998, 7048, 7099, 7142, 7181, 7219, 7333, 7388, 7411, 7444, 7491, 7529, 7579, 7629, 7671, 7718, 7767, 7808, 8251, 8270, 8307, 8341, 8373, 8395, 8441, 8507, 8559, 8906, 8919, 8953, 8990]","[[13.488, 157.2771], [164.93, 172.21622], [178.041, 180.87694]]","[[674, 7864], [8246, 8611], [8902, 9044]]"
18_04_02,181.22,50,"[10.959, 12.197, 13.206, 14.251, 15.245, 16.047, 16.982, 17.839, 18.693, 19.823, 21.047, 22.207, 23.463, 24.549, 25.582, 26.64, 27.509, 28.914, 30.039, 31.045, 32.327, 33.173, 34.235, 51.511, 52.741, 54.023, 55.445, 56.621, 58.055, 59.165, 60.133, 61.301, 62.592, 63.711, 64.933, 65.997, 67.133, 68.141, 68.925, 70.351, 71.591, 72.981, 74.077, 75.303, 76.807, 78.069, 79.416, 80.682, 81.718, 82.817, 84.197, 85.453, 86.767, 87.909, 88.953, 90.02, 91.288, 92.471, 93.669, 94.821, 96.063, 97.485, 98.749, 100.034, 101.27, 102.615, 103.872, 104.862, 105.877, 106.83, 108.157, 109.357, 110.839, 112.008, 113.221, 114.543, 115.743, 116.884, 118.183, 119.166, 120.044, 120.806, 121.836, 122.86, 123.792, 124.677, 125.878, 129.649, 127.244, 128.501, 130.829, 132.132, 133.427, 134.541, 135.836, 136.823, 138.175, 139.453, 140.748, 142.152, 143.47, 144.77, 146.044, 147.342, 148.564, 149.588, 150.609, 151.7, 153.198, 154.996, 156.446, 158.1, 159.365, 160.74, 162.015, 163.18, 164.492, 166.574, 167.692, 169.237, 170.484, 171.716, 174.309, 172.961, 175.688, 176.97, 178.257, 179.45, 180.547]","[548, 610, 660, 713, 762, 802, 849, 892, 935, 991, 1052, 1110, 1173, 1227, 1279, 1332, 1375, 1446, 1502, 1552, 1616, 1659, 1712, 2576, 2637, 2701, 2772, 2831, 2903, 2958, 3007, 3065, 3130, 3186, 3247, 3300, 3357, 3407, 3446, 3518, 3580, 3649, 3704, 3765, 3840, 3903, 3971, 4034, 4086, 4141, 4210, 4273, 4338, 4395, 4448, 4501, 4564, 4624, 4683, 4741, 4803, 4874, 4937, 5002, 5064, 5131, 5194, 5243, 5294, 5342, 5408, 5468, 5542, 5600, 5661, 5727, 5787, 5844, 5909, 5958, 6002, 6040, 6092, 6143, 6190, 6234, 6294, 6482, 6362, 6425, 6541, 6607, 6671, 6727, 6792, 6841, 6909, 6973, 7037, 7108, 7174, 7239, 7302, 7367, 7428, 7479, 7530, 7585, 7660, 7750, 7822, 7905, 7968, 8037, 8101, 8159, 8225, 8329, 8385, 8462, 8524, 8586, 8715, 8648, 8784, 8848, 8913, 8972, 9027]","[[10.91892, 35.23142], [51.418, 180.88855]]","[[546, 1762], [2571, 9044]]"
18_04_03,181.22,50,"[2.829, 4.047, 5.203, 6.371, 7.475, 8.771, 10.163, 11.245, 12.443, 13.738, 15.045, 16.261, 29.61, 28.467, 30.766, 32.068, 33.324, 34.46, 35.639, 36.991, 38.148, 39.236, 40.16, 41.447, 42.541, 43.612, 44.861, 45.916, 46.988, 48.23, 49.337, 50.396, 51.841, 53.211, 54.502, 55.667, 57.1, 58.183, 59.414, 60.556, 64.501, 65.636, 61.798, 63.12, 66.703, 68.126, 69.424, 70.559, 71.607, 73.15, 74.423, 75.654, 76.934, 77.998, 79.247, 80.518, 81.67, 82.599, 83.668, 85.005, 86.16, 87.14, 88.166, 89.15, 90.31, 91.278, 92.462, 93.831, 94.881, 95.886, 97.198, 98.334, 99.286, 100.088, 101.288, 102.512, 103.758, 105.096, 106.294, 107.656, 109.094, 110.462, 111.584, 112.67, 113.99, 115.086, 116.255, 117.266, 118.496, 119.687, 121.078, 122.288, 123.474, 124.718, 125.995, 127.165, 128.463, 129.552, 130.646, 131.855, 133.224, 134.367, 135.558, 136.787, 138.024, 139.294, 140.63, 141.943, 143.246, 144.512, 145.912, 147.518, 148.768, 149.686, 150.926, 152.221, 153.52, 154.672, 155.689, 157.526, 158.775, 160.014, 161.152, 162.59, 163.654, 165.063, 166.374, 167.482, 168.558, 169.88, 171.103, 172.325, 173.558, 174.824, 176.194, 177.287, 178.766, 180.447]","[141, 202, 260, 319, 374, 439, 508, 562, 622, 687, 752, 813, 1480, 1423, 1538, 1603, 1666, 1723, 1782, 1850, 1907, 1962, 2008, 2072, 2127, 2181, 2243, 2296, 2349, 2412, 2467, 2520, 2592, 2661, 2725, 2783, 2855, 2909, 2971, 3028, 3225, 3282, 3090, 3156, 3335, 3406, 3471, 3528, 3580, 3658, 3721, 3783, 3847, 3900, 3962, 4026, 4084, 4130, 4183, 4250, 4308, 4357, 4408, 4458, 4516, 4564, 4623, 4692, 4744, 4794, 4860, 4917, 4964, 5004, 5064, 5126, 5188, 5255, 5315, 5383, 5455, 5523, 5579, 5634, 5700, 5754, 5813, 5863, 5925, 5984, 6054, 6114, 6174, 6236, 6300, 6358, 6423, 6478, 6532, 6593, 6661, 6718, 6778, 6839, 6901, 6965, 7032, 7097, 7162, 7226, 7296, 7376, 7438, 7484, 7546, 7611, 7676, 7734, 7784, 7876, 7939, 8001, 8058, 8130, 8183, 8253, 8319, 8374, 8428, 8494, 8555, 8616, 8678, 8741, 8810, 8864, 8938, 9022]","[[2.81, 17.23142], [28.43976, 181.01355]]","[[140, 862], [1422, 9051]]"
18_04_04,102.3,50,"[4.528, 2.533, 3.489, 5.706, 7.053, 8.299, 9.514, 10.556, 11.469, 12.611, 13.599, 34.498, 33.421, 35.741, 37.173, 38.493, 44.309, 45.285, 46.493, 47.822, 49.253, 57.135, 50.799, 52.543, 54.127, 55.629, 58.275, 59.573, 60.992, 62.248, 63.661, 64.814, 66.103, 67.304, 68.655, 69.751, 71.286, 72.509, 73.821, 75.028, 76.293, 77.994, 79.366, 80.545, 81.733, 82.898]","[226, 127, 174, 285, 353, 415, 476, 528, 573, 631, 680, 1725, 1671, 1787, 1859, 1925, 2215, 2264, 2325, 2391, 2463, 2857, 2540, 2627, 2706, 2781, 2914, 2979, 3050, 3112, 3183, 3241, 3305, 3365, 3433, 3488, 3564, 3625, 3691, 3751, 3815, 3900, 3968, 4027, 4087, 4145]","[[2.52309, 14.58559], [33.357, 39.47214], [44.291, 83.88177]]","[[126, 729], [1668, 1974], [2215, 4194]]"
18_04_05,68.14,50,"[2.357, 3.121, 3.914, 4.86, 6.251, 15.563, 15.969, 16.588, 17.346, 18.289, 19.354, 42.081, 42.569, 43.211, 44.059, 44.786, 45.448, 46.066, 46.705, 47.553, 48.322, 1.248]","[118, 156, 196, 243, 313, 778, 798, 829, 867, 914, 968, 2104, 2128, 2161, 2203, 2239, 2272, 2303, 2335, 2378, 2416, 62]","[[1.18976, 7.25226], [15.554, 20.33559], [42.02309, 49.35642]]","[[59, 363], [778, 1017], [2101, 2468]]"
19_01_01,34.06,50,"[10.122, 10.442, 10.66, 11.129, 11.774, 12.314, 13.763, 14.396, 15.178, 15.8, 16.452, 18.1, 20.86, 21.195, 22.011, 24.444, 25.515]","[506, 522, 533, 556, 589, 616, 688, 720, 759, 790, 823, 905, 1043, 1060, 1101, 1222, 1276]","[[9.909, 26.58559]]","[[495, 1329]]"
19_01_02,23.7,50,[],[],[],[]
19_01_03,19.58,50,[],[],[],[]
19_01_04,15.72,50,[],[],[],[]
19_01_05,18.54,50,[],[],[],[]
19_02_01,112.42,50,"[4.646, 5.524, 7.083, 7.413, 8.061, 9.053, 10.029, 11.572, 12.939, 18.036, 18.461, 19.022, 19.965, 21.005, 21.782, 23.108, 24.05, 25.125, 25.859, 26.829, 27.699, 28.541, 29.3, 30.204, 31.011, 31.796, 32.796, 33.925, 34.853, 35.743, 37.541, 38.524, 39.645, 40.539, 41.458, 42.836, 43.739, 45.153, 46.395, 47.314, 48.385, 49.069, 49.946, 50.979, 59.451, 60.813, 61.813, 62.506, 63.632, 65.433, 65.773, 66.185, 68.006, 69.115, 70.187, 71.089, 72.427, 73.172, 74.06, 74.802, 75.793, 76.677, 77.581, 78.489, 79.375, 79.964, 81.083, 81.953, 82.843, 85.163, 85.706, 87.683, 88.667, 89.499, 90.443, 92.361, 93.403, 94.114, 95.21, 96.131, 97.169, 99.651, 101.107, 101.809, 103.475, 2.494, 3.521]","[232, 276, 354, 371, 403, 453, 501, 579, 647, 902, 923, 951, 998, 1050, 1089, 1155, 1202, 1256, 1293, 1341, 1385, 1427, 1465, 1510, 1551, 1590, 1640, 1696, 1743, 1787, 1877, 1926, 1982, 2027, 2073, 2142, 2187, 2258, 2320, 2366, 2419, 2453, 2497, 2549, 2973, 3041, 3091, 3125, 3182, 3272, 3289, 3309, 3400, 3456, 3509, 3554, 3621, 3659, 3703, 3740, 3790, 3834, 3879, 3924, 3969, 3998, 4054, 4098, 4142, 4258, 4285, 4384, 4433, 4475, 4522, 4618, 4670, 4706, 4760, 4807, 4858, 4983, 5055, 5090, 5174, 125, 176]","[[2.25226, 13.93976], [18.00226, 52.03959], [59.25542, 104.63177]]","[[113, 697], [900, 2602], [2963, 5232]]"
19_02_02,42.46,50,"[13.821, 15.125, 11.428, 12.817, 24.597, 26.084, 27.356, 23.263]","[691, 756, 571, 641, 1230, 1304, 1368, 1163]","[[11.39809, 16.12726], [23.222, 28.37726]]","[[570, 806], [1161, 1419]]"
19_02_03,36.46,50,"[7.08, 8.483, 24.03, 25.207, 6.208, 20.904, 22.238]","[354, 424, 1202, 1260, 310, 1045, 1112]","[[6.12726, 9.50226], [20.85642, 26.21059]]","[[306, 475], [1043, 1311]]"
19_02_04,73.66,50,"[11.721, 9.712, 10.848, 13.009, 14.362, 15.624, 17.113, 25.208, 26.554, 27.673, 29.072, 30.378, 31.753, 33.312, 34.568, 35.785, 37.082, 38.354, 39.682, 40.753, 42.088, 43.215, 44.338, 45.311, 46.514, 47.8, 48.961, 50.032, 51.383, 52.72, 53.897, 54.961, 56.226, 57.418, 58.562, 59.937, 61.257, 62.367, 63.479, 64.506, 65.792, 66.826, 67.823, 68.992]","[586, 486, 542, 650, 718, 781, 856, 1260, 1328, 1384, 1454, 1519, 1588, 1666, 1728, 1789, 1854, 1918, 1984, 2038, 2104, 2161, 2217, 2266, 2326, 2390, 2448, 2502, 2569, 2636, 2695, 2748, 2811, 2871, 2928, 2997, 3063, 3118, 3174, 3225, 3290, 3341, 3391, 3450]","[[9.68976, 18.12726], [25.176, 69.95542]]","[[484, 906], [1259, 3498]]"
19_02_05,22.3,50,[],[],[],[]
19_03_01,175.62,50,"[16.375, 16.617, 17.066, 17.775, 18.934, 19.622, 20.47, 22.048, 23.025, 23.942, 24.806, 25.657, 26.176, 27.159, 28.03, 29.166, 29.943, 30.903, 31.832, 33.431, 35.296, 37.344, 38.102, 49.015, 49.263, 49.649, 50.113, 50.698, 51.455, 52.383, 53.408, 54.175, 54.912, 55.84, 56.51, 57.174, 58.257, 59.096, 60.088, 60.864, 61.944, 62.826, 63.88, 64.952, 66.033, 70.286, 70.512, 71.144, 72.568, 73.646, 74.246, 74.906, 75.544, 76.472, 77.526, 78.88, 79.712, 80.696, 81.352, 82.163, 83.033, 83.799, 84.592, 85.375, 86.232, 87.094, 89.032, 90.273, 91.274, 93.095, 93.75, 94.447, 95.343, 96.194, 97.272, 98.313, 100.138, 101.199, 102.034, 102.852, 103.926, 105.159, 107.002, 107.607, 108.542, 109.474, 110.042, 111.103, 112.096, 112.936, 114.088, 115.311, 116.382, 117.881, 118.79, 119.852, 121.28, 122.45, 123.248, 124.067, 124.95, 125.848, 127.312, 128.598, 129.841, 131.295, 133.512, 134.133, 134.649, 135.495, 136.232, 137.745, 138.822, 139.927, 141.019, 142.089, 143.321, 144.455, 146.2, 147.329, 148.034, 148.84, 149.966, 151.055, 152.25, 153.202, 155.159, 166.935, 167.266, 167.759, 164.521, 165.643]","[819, 831, 853, 889, 947, 981, 1024, 1102, 1151, 1197, 1240, 1283, 1309, 1358, 1402, 1458, 1497, 1545, 1592, 1672, 1765, 1867, 1905, 2451, 2463, 2482, 2506, 2535, 2573, 2619, 2670, 2709, 2746, 2792, 2826, 2859, 2913, 2955, 3004, 3043, 3097, 3141, 3194, 3248, 3302, 3514, 3526, 3557, 3628, 3682, 3712, 3745, 3777, 3824, 3876, 3944, 3986, 4035, 4068, 4108, 4152, 4190, 4230, 4269, 4312, 4355, 4452, 4514, 4564, 4655, 4688, 4722, 4767, 4810, 4864, 4916, 5007, 5060, 5102, 5143, 5196, 5258, 5350, 5380, 5427, 5474, 5502, 5555, 5605, 5647, 5704, 5766, 5819, 5894, 5940, 5993, 6064, 6122, 6162, 6203, 6248, 6292, 6366, 6430, 6492, 6565, 6676, 6707, 6732, 6775, 6812, 6887, 6941, 6996, 7051, 7104, 7166, 7223, 7310, 7366, 7402, 7442, 7498, 7553, 7612, 7660, 7758, 8347, 8363, 8388, 8226, 8282]","[[16.208, 39.18244], [48.95542, 156.26355], [164.02519, 168.82065]]","[[810, 1959], [2448, 7813], [8201, 8441]]"
19_03_02,114.38,50,"[15.368, 16.521, 13.475, 14.427, 19.399, 17.878, 37.238, 34.462, 35.603, 38.359, 39.877, 41.398, 42.678, 43.661, 45.006, 46.358, 47.401, 48.422, 49.461, 50.958, 52.191, 53.088, 54.238, 55.293, 56.24, 57.215, 58.461, 59.82, 61.252, 62.42, 63.666, 64.714, 66.211, 68.016, 69.122, 70.305, 71.53, 72.568, 73.581, 74.899, 76.235, 77.546, 78.978, 80.209, 82.128, 83.769, 97.792, 98.946, 100.041, 96.765, 101.479, 102.631]","[768, 826, 674, 721, 970, 894, 1862, 1723, 1780, 1918, 1994, 2070, 2134, 2183, 2250, 2318, 2370, 2421, 2473, 2548, 2610, 2654, 2712, 2765, 2812, 2861, 2923, 2991, 3063, 3121, 3183, 3236, 3311, 3401, 3456, 3515, 3576, 3628, 3679, 3745, 3812, 3877, 3949, 4010, 4106, 4188, 4890, 4947, 5002, 4838, 5074, 5132]","[[13.46059, 20.41892], [34.47, 84.81927], [96.77, 103.64673]]","[[673, 1021], [1724, 4241], [4838, 5182]]"
19_03_03,107.46,50,"[15.784, 16.772, 18.73, 14.412, 30.497, 31.521, 32.665, 33.84, 35.127, 36.383, 37.648, 38.879, 50.143, 51.303, 52.263, 53.433, 54.335, 55.455, 56.703, 58.257, 59.466, 60.479, 61.679, 62.975, 64.361, 65.671, 66.944, 68.151, 69.338, 70.687, 72.032, 73.367, 74.695, 76.263, 77.431, 78.84, 79.945, 81.231, 82.655, 84.023, 85.759, 95.347, 96.879, 97.767, 98.833, 100.145]","[789, 839, 936, 721, 1525, 1576, 1633, 1692, 1756, 1819, 1882, 1944, 2507, 2565, 2613, 2672, 2717, 2773, 2835, 2913, 2973, 3024, 3084, 3149, 3218, 3284, 3347, 3408, 3467, 3534, 3602, 3668, 3735, 3813, 3872, 3942, 3997, 4062, 4133, 4201, 4288, 4767, 4844, 4888, 4942, 5007]","[[14.32, 19.75226], [30.488, 39.8919], [50.019, 86.80857], [95.275, 101.21285]]","[[716, 988], [1524, 1995], [2501, 4340], [4764, 5061]]"
19_03_04,69.94,50,"[32.064, 33.511, 29.436, 30.911, 37.612, 35.399, 36.451, 46.389, 45.437, 47.972, 49.141, 50.405, 51.882, 53.028, 54.283, 55.708, 56.965, 58.373, 59.467, 60.835, 61.874, 62.771, 63.98, 65.13]","[1603, 1676, 1472, 1546, 1881, 1770, 1823, 2319, 2272, 2399, 2457, 2520, 2594, 2651, 2714, 2785, 2848, 2919, 2973, 3042, 3094, 3139, 3199, 3256]","[[29.375, 38.5753], [45.276, 66.06927]]","[[1469, 1929], [2264, 3303]]"
19_03_05,61.58,50,"[27.361, 27.839, 28.711, 29.478, 30.265, 30.944, 31.529, 32.275, 33.199, 34.017, 34.8, 35.728, 36.553, 37.321, 38.158, 43.628, 44.061, 44.852, 45.63, 46.518, 47.261, 48.054, 48.974, 49.908, 50.603, 51.571, 52.467, 53.328]","[1368, 1392, 1436, 1474, 1513, 1547, 1576, 1614, 1660, 1701, 1740, 1786, 1828, 1866, 1908, 2181, 2203, 2243, 2282, 2326, 2363, 2403, 2449, 2495, 2530, 2579, 2623, 2666]","[[27.28464, 39.19089], [43.537, 54.33785]]","[[1364, 1960], [2177, 2717]]"
19_04_01,181.16,50,"[18.004, 18.283, 18.873, 19.185, 19.65, 20.345, 20.638, 21.97, 23.725, 29.243, 30.827, 31.201, 32.187, 33.731, 34.641, 35.734, 36.689, 37.752, 38.68, 39.961, 41.256, 42.219, 43.777, 44.601, 45.593, 46.353, 47.813, 50.433, 51.217, 52.001, 52.979, 54.145, 55.073, 56.027, 57.633, 60.355, 61.033, 61.801, 63.964, 64.465, 65.073, 65.641, 66.459, 67.217, 68.041, 69.082, 70.241, 70.843, 71.427, 72.161, 72.77, 73.563, 76.346, 76.738, 77.185, 77.745, 78.347, 79.417, 80.579, 81.713, 82.586, 83.297, 84.339, 86.177, 86.634, 87.529, 88.194, 90.725, 91.49, 92.865, 93.763, 94.483, 95.229, 95.985, 96.846, 98.105, 98.581, 99.673, 100.305, 101.06, 101.715, 103.363, 103.905, 104.545, 105.177, 105.94, 106.786, 107.604, 108.617, 109.522, 110.26, 111.249, 112.05, 112.721, 113.369, 114.345, 115.349, 116.225, 117.081, 117.684, 118.601, 119.305, 120.377, 121.689, 123.121, 124.417, 125.761, 126.529, 127.389, 128.169, 128.915, 129.617, 130.263, 131.145, 132.003, 132.779, 133.641, 134.537, 135.137, 135.818, 136.467, 137.171, 138.057, 138.721, 139.881, 142.209, 143.401, 143.993, 144.745, 145.56, 147.785, 149.322, 150.273, 151.066, 151.947, 152.953, 153.913, 154.897, 156.097, 157.113, 158.034, 158.801, 159.561, 160.201, 160.881, 161.711, 162.451, 163.185, 164.132, 164.93, 165.796, 166.684, 167.515, 168.449, 169.345, 170.386, 171.37, 173.187, 174.138, 174.86, 175.777, 176.651, 177.569, 178.285, 179.226, 180.473]","[900, 914, 944, 959, 982, 1017, 1032, 1098, 1186, 1462, 1541, 1560, 1609, 1687, 1732, 1787, 1834, 1888, 1934, 1998, 2063, 2111, 2189, 2230, 2280, 2318, 2391, 2522, 2561, 2600, 2649, 2707, 2754, 2801, 2882, 3018, 3052, 3090, 3198, 3223, 3254, 3282, 3323, 3361, 3402, 3454, 3512, 3542, 3571, 3608, 3638, 3678, 3817, 3837, 3859, 3887, 3917, 3971, 4029, 4086, 4129, 4165, 4217, 4309, 4332, 4376, 4410, 4536, 4574, 4643, 4688, 4724, 4761, 4799, 4842, 4905, 4929, 4984, 5015, 5053, 5086, 5168, 5195, 5227, 5259, 5297, 5339, 5380, 5431, 5476, 5513, 5562, 5602, 5636, 5668, 5717, 5767, 5811, 5854, 5884, 5930, 5965, 6019, 6084, 6156, 6221, 6288, 6326, 6369, 6408, 6446, 6481, 6513, 6557, 6600, 6639, 6682, 6727, 6757, 6791, 6823, 6859, 6903, 6936, 6994, 7110, 7170, 7200, 7237, 7278, 7389, 7466, 7514, 7553, 7597, 7648, 7696, 7745, 7805, 7856, 7902, 7940, 7978, 8010, 8044, 8086, 8123, 8159, 8207, 8246, 8290, 8334, 8376, 8422, 8467, 8519, 8568, 8659, 8707, 8743, 8789, 8833, 8878, 8914, 8961, 9024]","[[17.41, 180.88855]]","[[870, 9044]]"
19_04_02,181.72,50,"[5.404, 6.58, 4.181, 9.068, 7.996, 10.327, 11.59, 12.652, 14.094, 22.357, 23.277, 24.341, 25.564, 26.764, 27.956, 32.958, 29.383, 31.183, 34.007, 35.223, 36.391, 37.807, 39.175, 40.416, 41.839, 43.351, 44.719, 46.027, 47.487, 48.903, 49.928, 51.114, 52.311, 53.695, 54.962, 56.264, 57.648, 58.799, 60.041, 61.135, 62.448, 63.746, 64.914, 66.199, 67.425, 68.583, 69.935, 71.239, 72.407, 73.647, 74.847, 75.897, 77.137, 78.294, 79.415, 80.897, 82.207, 83.271, 84.671, 85.955, 92.672, 91.035, 93.9, 95.298, 96.499, 97.69, 98.857, 100.028, 101.236, 102.249, 103.522, 104.625, 105.947, 107.065, 107.961, 109.369, 110.497, 111.441, 112.753, 114.201, 115.769, 117.225, 118.509, 119.762, 121.115, 122.561, 124.026, 125.667, 127.044, 128.505, 129.555, 130.801, 132.233, 133.769, 134.937, 136.313, 137.65, 139.614, 158.385, 156.734, 159.414, 160.766, 161.892, 163.054, 164.204, 165.54, 166.639, 168.318, 169.5, 170.933, 172.094, 173.068, 174.095, 175.263, 176.463, 177.678, 178.908, 180.025]","[270, 329, 209, 453, 400, 516, 580, 633, 705, 1118, 1164, 1217, 1278, 1338, 1398, 1648, 1469, 1559, 1700, 1761, 1820, 1890, 1959, 2021, 2092, 2168, 2236, 2301, 2374, 2445, 2496, 2556, 2616, 2685, 2748, 2813, 2882, 2940, 3002, 3057, 3122, 3187, 3246, 3310, 3371, 3429, 3497, 3562, 3620, 3682, 3742, 3795, 3857, 3915, 3971, 4045, 4110, 4164, 4234, 4298, 4634, 4552, 4695, 4765, 4825, 4884, 4943, 5001, 5062, 5112, 5176, 5231, 5297, 5353, 5398, 5468, 5525, 5572, 5638, 5710, 5788, 5861, 5925, 5988, 6056, 6128, 6201, 6283, 6352, 6425, 6478, 6540, 6612, 6688, 6747, 6816, 6882, 6981, 7919, 7837, 7971, 8038, 8095, 8153, 8210, 8277, 8332, 8416, 8475, 8547, 8605, 8653, 8705, 8763, 8823, 8884, 8945, 9001]","[[4.16, 15.10642], [22.382, 86.84237], [90.988, 140.6757], [156.70542, 181.60542]]","[[208, 755], [1119, 4342], [4549, 7034], [7835, 9080]]"
